37166,1
1020796,10844x20660x27085
16881,8x15x7
1018355,28802
1002628,8x8
1407272,428
1023379,20777
40845,8x15x7
1671719,21644x8648x21644
1001706,10878x194x10878x19935x194x41
1020704,35
52047,29207
1021416,29207x25x29207x28319
1018681,20544
2044752,1x2
1129235,8x25x116x8x29205x26932x29205x20549
48327,29207x28312x28316
1007899,20660
18387,28319
24374,28319
1987676,23471x116x123
22251,1x2
18737,8x15x18x254x18x15x18x252
56409,28496x28327x28412x28465x28496x28496x28327x28319
2118681,1x2
1556903,25169x15x6x15x25169
1569402,27808x27809
1020069,29207x28319
1241435,1x2
51078,7582x10844
1012543,83x25413x25923x83x922
1012357,35x1057x5957x28319x29207x28319
1026446,29207
54497,27693
1650448,25413
2189,26986
1671697,20544x20776x8x15x123x116x15x6x18x160x37x25169x132x15x6
1671630,28257x8x25x121x28802x8x25x121x28802x28258
2055483,29207
1007000,1x2x1
15141,20544x15x6
20765,1x2
46282,28496x28412x28381x28361x28381x29475
1004252,1x2
40725,6x15x18x182x18x20x18x252x18x226x18x166x18x15x18x15
51118,28319x28329x28706
26907,25460
2112512,10x15x6x18x6x123x8x488x5915x8x10x5913
2026338,29207
7247,27768x27693x25287x27693x25299x27693x123x8x4389x20033x27553x27553x27552
1003877,28648x8x25x635x25x28802x28258x28257x28258x8x8
2116588,27808x27809
53671,29404
1018009,1
1015278,28450x28530x28325x28530x28450x28838x29207x116x25170x25255x25929
20466,29404
2118682,27172x27085
35106,29404
14260,8x29x29x8x29x29
1023868,29
1016068,29207x28319x28319
52771,28319x28319
1013819,1
1006987,29207x8x20544x20780
16238,20544
32577,1x2
1006812,1x2
1026008,28319
1010541,27693
35278,20544
39250,28319
14940,25987x25x194x19937x194x121x28846x116x166x23471x8x8x15x7x37
45553,8x8x132x45
17296,25460x2997
26214,28496
35794,27085x27085x27085x27085
1671820,19936x8x25x194x19937
1017592,28319x28319
1018721,6
1026378,28319
36764,20544x20777x27172x819x27085x27172x20777x20620x20660x20620x20777x20544x25125x27172
1569395,27808x27809
1740248,145
1617441,28319
36369,28319
51672,29207
23072,28319
1012389,29404x8x24761x8x8x15031x19860
1023716,8x15x18
1965137,17146x20681x20680x20660x20677x20678x20660x20621x20675x18795x18247x18247x7582x7582x10844x25339x27693x20033x27552x17146x2258x27x12000x20443x18795x25413x25265x25881x5313x18795x84x18783x84x27999x19568x5313x29207x29205x26986x121x1441x20681x20675x20677x20678x27085x20660x27085x29404x1452x25987x10904x65x10904x21644x25987x1452x25929x20033x20660x164x8x65x15170x24790x15170x20033x24790x24790x20033x25929x20033x17146
44025,8x15x18x7x1x2
727,25305x25305x25195
31205,8
1014997,1452
1531557,20544
1021658,25413
1743983,25460
1010564,8x65x35x25x194x65x123x29x65x35
29228,29207
25861,1x2
18905,13639
40529,25413
1855687,1x2
1020602,20544x27085x25125x20777x20778
2018769,1x2
15822,29207x20660
1720256,28319
1907501,8x12x123x8x65x228x843x7353x65x27x220x29x65x35x65x12x1367x1230x1367x25x1040x35x123x116x166x18x7x25x121x1040x35x25x83
38815,8x25413x15x18x65x83x922x293x18399x18404x25
1007180,18795
1012302,8x15x18x7x8x29207x28194x8
47785,186x345x347x345x35x18398x531x116
1461279,8x25
1019843,28257x25x28257x28258x25x25x121x28802x28802x28258x41
1566891,20544
1012007,8x123x123x222x8
1017294,1x2
1010344,25460x25367x25460x27125x25460x191x2997x2997x123
28902,29205
1025907,222
1010574,11470
1988418,29x65x1040x35x18399x5923x5923x186x313x1023x138x18719x5915x18719x35x529x135x417x135x18719x25929x27717x25413x26032x26958x25265x26958x25542x26958x25303x25263
7803,1x2
2118651,20675
52865,29207
1014,1x2
39825,28319
1690377,29404x10844
1637043,1x2
55682,43
1012300,8x15x166x6x6
1019121,28319x25169x8x25x121x28846x121x28846x28649x28846x28649x28648x8x25x28846x28846x25x8x28648x28802x28258x28257x28802
26983,28319
1001569,28319
45388,29207
1086556,8x17146x17309x25169x28197x25169x28192x28187x28192x28194x28192x25325x28192x28121x28192x8x123x6529x123x13642x25688x17309x15031x65x25x12768x25x28846x25x5260x3942x25169
747,26986x26986x28802x28258x28257
1012404,13x866x28846x28649x28648
1018655,28319
37806,1x1x2
1020010,8x8x116x25x18795
1751267,41x28802x41x28802x28258x28257
1017708,29205x20566
1671447,28319x28450
1713259,25339x123x20443x123x25339x8x29207x29404x29404x29404x29404
47225,26986x29205x26986
1020381,28319x29207x25x28846x25x28846x25
1007053,29207x65x149
38519,8x65
2047689,27085
1671686,1x8x8x28194x28197x8x35x409
25793,8x65x10591x10591x65x8x84x27999x84x8x15x15x7x29207
48339,29207
39831,11470x20660x10839x20660x10844x11470x29404x11470x11470x11470x11470x20660
1672050,28496x28412x28918x29474x28787x28918x20778x20777x20549x20778x25125x20566x25413x27717x25413x20544x20544x20777x25169x26958x26032
38567,1x2
14841,25460
2095411,20678x20620
52296,8x65x25351x27172x20620x27172x27085x20660x18445x25170x25305x26175x25430x25305x1452x918x8x25x28846x28649x13639x25269x20033x27693x25269x25269x222x28846x25169x29266x114x27238x27120x114x27968x27236x8x20660x25195x8x84x114x27966x27968x27999x27999x114x27968x84x84x27236x27236x84x27999x27702x8x8x27236x27968x27236x17309x27966x27776x27968x27968x27968x27966x27966x29417x27968x27966x29417x27999x10591x843x27487x26986x354x26986x10839x27085x29404x29404x10572x25329x19138x27693x8648x21644x18790x10904x21644x21644x65x1372x51x35x15707x29404x29205x29404x29404x26986x26986x28197x8650x29404x10844x28846x13642x9930x10839x11470x25265x28197x28846x28846x29207x25987x25688x13642x121x28846x121x28802x27172x8x8x114x25170x29667x8x12835x25454x18085x15031x114x27999x23471x23473x25170x25255x25353x25353x114x8x25454x23471x25454
36178,28450x29404x10839x10844x27693x27693x25784x25784x25784x25389x25784x27693x25312x25339x8x25339x27291x25273x27291x28121x27291x25339x28564
21526,25460
18020,29207x116x166
34164,25460
12715,10839x10839x10839
1012280,11470
1003302,29404x29404
27252,25169
50461,20660
1016167,25x121x28802x28258
1018242,20777
1007022,6x6x25125x20777x20671x26932x20620x27172x8x19722x19854x19856x19858x21594x5947x5944x5944x5947x19722x19764x19722x19854x19856x19858x65x19722x19770x24761
1020521,20544x20777x20544x20778x20544x25125
39895,28450
1671959,29207
2043115,25460
58261,1x2
1007847,29404
1657224,3340x3340
2118684,27172x20671x27172x8x20544
57666,29207x28319
40662,11660x11660x11660
2019616,8x116x114x25x132x116x123x29205x20621x819x20675
1007684,29207
1409754,29404x29404x29404
1711681,9107x9138x9111x9107x18790
771,29205
1833833,1x2
2118656,27172
53304,28319
2118534,2
1017929,18795
8880,8x8x15x6x18
12033,8x15x6x7
20207,20544x28496
6817,1x2x2
51485,1x2
1015000,29207x28312x28392
1022447,1
1958533,20660x20678x25308x11780x25845x25845x25845x25661x25661x28257x28846x5927x12052x18399x19766x12052x18398x18399x5914x5911x5911x5914x18404x5930x20778x26932x20620x20660x20549x20780x27172x20778x20680x20660x20680x20778x20660x20620x25351x25929x10x10584x5335x10584x5335x28167x27768x27406x28802x28167x25845x135x28258x135x28802x28258x20681x20675x20678x20675x20681x20678x20678x12x73x12x73x12x922x83x25413x25923x83x922x922x83x922x83x25923x25923x12x19500x19500x25269x18795x116x23471x22x23471x22x73x23471x73x12x145x23471x12x22x20033x27693x25881x17309x637x8x25169x28194x696x25269x25538x25845x7582x10844x8x18719x18719x20660x20620x20778x10916x20574x10916x27238x84x84x121x12x141x12x12x1474x614x19500x19500x653x12x20778x20660x819x20620x20778x20620x20620x10916x20574x20660x25169x25255x25294x25265x28183x25287x25263x27077x25530x25560x10916x20574x20778x20678x20660x20678x20660x8x25351x24049x25929x83x24049x25351x25929x24049x25845x83x11780x3080x83x83x24049x13927x20660x10916x20660x10572x8970x110x6x110x8970x20678x20544x20776x160x110x110x8970x10572x27172x27172x27085x20660x20677x20678x20677x27085x20677x20677x8970x10572x110x110x160x8970x10572x19568x18445x18783x19816x11662x65x989x443x443x10844x11470x1018x1018x27768x28859x27120x27406x27385x27523x27385x27683x27683x27264x20777x20781x20778x8x25x8x25170x28197x28194x28187x26986x26986x25339x26986x27172x8x20544x20777x20544x20778x6x116x20544x20671x84x27172x27085x8x25x121x28802x28802
7616,8x15x7
1566925,28450x28838x28450x28707x28707x28496x28327x28457x29367x29482x29367x28457x28325x28325x28947x28369x28947x8x15x6
1008014,20777
52708,29207
2123689,27172x27085x20677x20678x20620x20660x20621x20675x20680x20681
1016517,20544x26932x20620x20660x20620x20660x20660x20621x20675x20621x20660x20677x20678x20677x20660x20680x20681x8x29x8x25x272x1603x272x26821x1382x1614x27172
39335,29205x20671
1738729,28319x28450x28838
1005654,27693x27693x25319x27693x25299x25645x27693
27706,20777x26986x25329x20566x20777x20566x20778x25125x20776x25299x27693x29571x25287x27693x29571x25645x25345x25415x25345x25441
1026020,29404
36641,29207x15x6
1026094,29207x28450
1006492,25929x2030
1671612,20660x20660x20660x20660x20660x20660
31716,407
12072,8x25
1007623,28319
18001,1x2
18140,1x2
20175,28319
1637054,10844x27085x20660x20671x20680x6x166x65x145x123
1023399,26986x25x65x25
55966,8x479
44282,25339
21433,29205
57580,121x121x194x19937
46960,8
36573,1
1152897,1023x702x313
38013,29207
16684,8x15x6x15x18x252x18x432x18x20x18x226x18x520x18x182x18x519x18x254x18x15x6x7
1017276,10844
1088354,1x2
1016110,28463x28450x29205x25169x28319
14484,8x15x7x6
46265,13642x116x25x25688x20671x27172
9222,1x2
1522255,7237
38649,8x15x7
47476,1x8x15x6x7x18x160x37x160x125
22445,29207x28319
52343,1x2
42122,1x2
22443,9930x1379x5908x14693
39865,8x15x6x7
24320,1x2
1078522,29x27x101x27x964x27
1962142,121
29679,8x28319
1020326,8x13
1421663,8
2118382,2
39634,25339x26986x27693x123
26893,29207x11470
1023469,29207x28319
1010659,29207x28809x29469x29471x28809x29085
2095354,27172x27172x27085x20660x20677x20678x20544x20776x20776x8x15x6x8x15x6x160x65x3942x65x110x65x8970x10572x65x25
1016122,18790
15368,1x2
53398,1
45108,28496x20544x28450x28319
55560,28450
34955,1x2
1010018,28450x28450x28530
14252,29207
1025541,28319x28329x28706
26785,1x2
1947920,1x2
1007515,29205
2059622,8x65x10591x65x147x8x15x6x8x65x10591x5915x65x65x846x5915x846x5915x5913x5915x846
1007907,20660x29404x10844x25339
1019149,10844
1019761,29207x65x123x29x116
1019657,27085
54427,28802x28258
1965205,20777x28802x28258
1982053,20777
14374,1
52959,1x2
24174,8x116x166x15x6x7x160x439x60x65x10572
1891342,25413x8x28194x25329x27415
1001849,28319
16969,27768
2118666,8x27172x20675
1025052,1x2
53843,28319x28319
12914,1x2
8492,28450x28457x29434x28457x28457x28487x28457x29190
56191,29207x28312x28873x28706x28392x28453x28408
1717015,28450x28956x28325x28325
2095417,27172x27172x27172x27085
33759,1
1904932,25413
29520,8x27693x27693x27693x25353x25355x8x29x25170x29x29x764x114x84x25170x25287x25287x25287x27693x25299x25170x25269x25329x25x65x25355x25379
1006769,1452x65x12x1367x65x10572x479x65
48433,29207x28319
837,1x2
1284525,29207x25x28846x121x28802x121
1671643,20544x15x7x6x7x123
1313625,2
27987,25460
1012560,28450x28450x28450
55746,29205x29207
2041810,29207x29207x29207
1011956,29205
1139055,29207x28450x10839
55220,27693x25299
13922,11470
1012547,8x123
23242,8
1001831,27693x27693x27693x8x8x65x223x65x123x1214
6489,20777x15x8
1141047,20777
1711928,1x2
1021685,28530
1016601,1x2
40686,28496x29089x29089
55680,18795
29459,18790
32461,29207x8x15x18
19751,1x2
1988427,8
1009522,28319
1010707,8x1402x15609x1402x15609x15707x15609x1402x8x114x84x84x20777
7480,8x8
16144,1
1016782,28450x28602
1671981,1x2x8x12x8
1005439,158
8215,28319x29207x29493
1021626,28257
1010773,29207
1004635,29207x1x2
1021926,28450x28838
2035728,13639
1021567,1x2
1566861,1
49678,29207x15x6x139
32895,8x15x6x15x8
14668,29207
1380929,1x2
1021384,29207x27693x28312x20544x20777x20780
33183,1x2
1020040,20660
9582,1
53640,27809x8
1933713,28319x28319
1020517,8x35x531x135x595x16091x12052x25x194x19935x8x6x29x25x65x123x15x18x166x65x10591x12x653x19500x614x65x223x65x10572x65x9930x8x35x8x9930x65x614x19500x653x12x10591x8x65x35
1018378,29404
1138965,8x28802x28258
1015646,29404x27693x27693x25287
1672842,12x141x12
1020192,28319
1019653,29404
11953,25353
2118644,6x116x8x15x6x20544x20671x8x25x114x84x27172x27085x28802x28802
1012298,28496x29089x28602x29089x28325x28369x28496x29316x28496x29313x28369x28496x28327x28496x29313x29313x29404x10844x20660x10839x11470x27085
51689,1x2
43269,8
18205,25265x25413x25413x25265x25265
9161,8x8
1007264,28319x29207x28802
26897,10844
1590934,29205x25169x20549x20778
1835436,29207x29207x25170
1015243,29404x27085x10839
1452994,1x2
1012412,28319
1014593,843x65
32397,8
1637058,1x2
11225,20544x28496x28450x28319
1618243,1x2
1004425,43x43
1017032,26932x2567x123x9340x27939x2258
1020236,10839
16178,17309x10x12x1474x83
1023865,28319x10844x25169x28802x25169x25297x25305x27373x25305x27373x25195x25x194x35x25x3942x11268x3942x11268x6x116x8
1005134,20777x26932x29404x25413x27693x27693
2039000,35x419x1084x11658x8x35x1057x5957x5958
1009731,25413x25413
1022019,18795
1009595,29x23930x29
1019928,20778x20620x20660x20677x20678x27172x27085
2092291,25335x19568x19816
4914,29207x28312x28316x29205
1982200,10839
1005347,8
43612,28450x28496
1018377,8x15x18x164
53198,1452x27693x25287x25583x5327
22399,1452x65x34x98x23471
1626242,8x114x8x25x25x1402x25x8x8x29
1022015,24812
20392,1x2
53662,17309x17488x17309x17487x17479x18719x17479x17498x12553x15x65x145x12x211x653x448x614x448x73x614x211
1008764,28319
1025442,28319x28496x28327x28412x28784x25169x25329x114x3942x5346x114x713x1266x84
1010562,25460x28319
32148,28329x28392x28318x28316x28331x28319x29207x29467x29207x28331
1006393,2x2
1018014,28319
1002227,1x2
39928,8x65x443x989x443x28450x28838x28450x28899x28450
1007913,29207x28319
1021550,479x805x479x479x803x803x13x123x13x8964x25169x25169x29x29x25x65x65x149x65x149x13x866x866x868x858x868
26703,8
1007341,29404
1368614,73x15
1007969,8
1007082,28496x28450
1671862,28319
1003021,29x65x29
18230,29205
1977989,8x123x116x8
1026377,28319
26874,1x2
7681,1x2
56208,27808
1025665,20544
1007014,10844x10844x27085x11470x10839x25339x25169x25297x25413x27693x26986x25339x27768x10839x11470x27085x27085x29404x10844x10844x20660x28496x28450x28319x29207x28183x28183x25169
2112377,12x653x623x5946x5948
21729,25460x26181
1086639,1452x838x1452x1322x1452x918x1452x1452x116x132x116x65x116x114x15x29x25169x28194x25169x28194x28183x28187x28197x28187x25329x27693x25329
27335,1x2
29204,8x8x15x7x6
1008442,25169
1812238,28450
1016862,65
53709,10904
1008017,28496x28369x28412x28465x28412x28451x28451x28451x29497x28412x28780x28412x28451x28582x28597x28994x29142x28363x29142x28363x28582x28412x28364x28412x28784x28412x28780x29503x28780x28412x28369
2332,1x2
2041809,29207
1025964,27x27x27x27x27
1017645,28319
1008022,29207
7357,28496
28554,13642
32499,25460x25460
1012950,20544x8x123x65x51x65x25x65x1372x27834x35x27834
1671948,1x2
56472,28319
1761409,10839x25413x26032x11470x27085x25339x27693
56877,29404
1017006,121x27528x1
20690,1x1x1x8x27x1x2
32617,1x2
756,1x2
1606455,29207x8x65x352
1009596,1x2
1790244,28319x28319x28319x28319x28319x28319
1024543,29207
49085,8x25x65x25x121x113x272x113x113x25057x113x1441x27341x27340x27341
12685,1x2
10020,20544x25125
39938,1x2
42625,1x2
53498,10844x20660
48581,1x2
56349,1x2
2051189,10839
1009924,28319
1013490,20544x8x65x10572x25170x25329x9107x19113x9138x19138x27x9138x27x9112x9145x9147
1017302,11470
1050142,28319
1979448,8x8x15x6x15x8x15x18x116x15x65x15x65x35x65
11264,8x1018
926,28319x20777x20781x20778
1022688,29207
57683,25273
1108455,10844
1671795,25413
1025680,28319x28802x28648x28649x28257x28319
20208,29207
1007909,28450x28532x28530x28569x28528
43242,1x1
33461,1x2
1017247,27768x28167x28859x27406
1855316,1x2
1236257,8x15x1x2x15x164x166
1009894,25460
1626993,8x65x1x2
37697,13786
19969,8x65x8x12x65x10591x496x32x65x12x141x211x19500x73x653x141x25170x15x6x41x65
46229,1x2
1672004,11470x27085x29404x10844x20660x10839x27693x26986x25339
54422,27693x11470x29404x10839
2018784,29205x29205x28496
1025696,25x28846x28649x28648x25x28846
52174,29207
1004099,29207x26986
1681140,28319x28319
57111,29207
1026528,26986x25339x25408
1020837,29205
1965593,27816x27809x819x27808x25x27816x27809
1788936,1x2
1022118,8x25x27238x84x1402x84x25x121x28450x28450x28602x28325x28918
55845,28496x28496x28974
1023248,20544
26350,1x2
1540360,29207
1020670,1x2
1988434,10844x29404x11470x27085x10839
34181,8
1136174,29207x28450x28956
1989720,10844x25413
1015065,26986x27125x27125x65x354x65
55777,29404
27826,1x2
24834,25269x25269
9175,28319x26986x116x15x6x7
1276188,12x211x212x211
1671594,25460
1023369,193
1017985,8x116
1934520,28450x28528x28528x28530x28450x28325x28450x28530x28528x28450x28959x28530x28959x28450x28319
24364,29207
1024914,20777
1700021,28450
8523,20544
38741,29404x25339x8x26986x27768x27523x116x65x541x123x65x35x18399x5914
51962,1x8
57660,20544x20777x20778x25125
16198,8x15x18x166x1402x172x15609
1025318,28496
27224,1x2
1672735,20544
1011881,29207
57759,28496x28327x28496x28602x29207x28450x28450
1371801,11470x10839
1753095,1x2
1940687,29207
1017953,20544
1875137,17462
10649,29207x28809x28312x28319x8x15x7x18x252x65x25
1506823,8x29x25169x25169x27693x8x29x23930
1846034,211x623x5946x25599x73x623x5946x5948x25599x25599x25599
668,29207
1020909,28496x28496
1992997,1x2
42768,29404x26986
1671687,8x6
1022811,1x2
25732,29207x123x28319x8x116x15x6x7
54998,29404
817,6x18x166x1x2
32468,1x2
53249,29404
1012490,29205
1009445,158x8x65x496
4680,1x2
1025409,8x123x116x15x18
1015676,8x25x116x15x172x123x116x8x25x28802x8x6x18x116x132x13394x27305x18465x13332x13326x13333x8x1402x172x15609x27395x15609x27391x529x28802x28258x28802x28802x28802x1021x19722x25x28846x28649x25x28846x28649x28802x28258x28257x8x28257x28258
1011828,222
10540,25460x25460
7553,8x116
1003246,28496x29316
35433,10839x10839x10839
38301,27768x28167x28859x27120x27120x27406x27385x27523x27385x27683x27683x25294
20720,1x2
1566930,1x2
45151,1x2
1009796,28319
46794,29404x25169
43278,682
20063,1x2
1671638,10844
1671403,29207
1024868,28319
2084600,8x25169x8x132x13394x13332x8x13332x19470x8x65x27835x27835x27835x27835x65x25x121x194x8x25x121x29114x8x25x121x29114x29114x29114x29114x25x121x29114x8x25x121x29114x8x25x121x29114x121x26971x26971x121x29114x8x25x121x29114x121x26971x26971x121x29114x29114x29114x8x114x20574x114x8x25169x65x8x8x8x8x8x8x8x25169x8x28802x25169x25169x25169x28802x25169x25169x8x8x25169x8x121x8x25169x8x8x15x132x15x125x15x132x15x8x8x9x27125x27768x27768x27125x27125x27125x27120x28859x28859x27120x25265x28183x25265x25413x8x25169x25265x25169x28183x25305x25169x25305x27120x8x20955x20955x5905x5905x5916x5916x5927x5927x5927x5927x8x114x27238x18033x29207x29207x8x65x843x8x65x65x35x65x843x65x35x8x65x65x843x65x65x25x25169x27125x25x121x113x113x121x8x8x8x27x2007x102x65x2007x27x91x27x185x27x938x27x220x8645x13880x185x98x461x102x2007x8x25169x28802x25169x65x65x8x27x98x35x531x8x114x27966x27966x121x8x25169x26986x25169x27768x25169x25929x25169x25169x25263x25339x25169x8x25169x25303x27125x27120x25329x25303x25169x25335x27125x27816x27816x27816x27816x25x121x27816x27816x25169x25329x8x25329x35x18399x18445x24046x23880x24046x23880x35x18399x19438x23880x20911x18399x18399x18399x18399x18399x18399x35x11662x18445x24049x23868x24049x18445x35x18399x11662x24049x11662x24049x11662x24049x11662x24049x11662x24049x23868x24049x18445x18445x18445x18399x35x11662x11662x11662x35x24049x11662x23868x35x18399x35x35x23868x23868x23868x24049x24046x24046x8x8x29596x29596x29596x25169x28859x25265x27717x25265x27717x29596x8x8x8x25169x27120x25305x25263x25265x28183x32x18106x18106x5915x5915x18201x25169x29596x25169x28859
30790,1x2
55386,29207x28319x65
55299,1x2
42064,1x2
47769,26986
40951,20544x20777
2118661,1x1x2
1025891,28319x6x7x164x18x160x132x659x29207x28450x28809x28318x28873x28838
1781254,11470
1021390,682x8x6x65x149x123x65x9930
2118637,27172
23211,29205
8782,1x2
2046276,28450
1019396,8x123x15x18x160x37x166
17016,1x2
1007119,29207x28319
1025599,41x37x37x41x29207
26415,1x2
2049773,1x2
1606454,25460
1280829,29207x25
1010300,29207
1120597,121x29114x531x11662
1019645,1x8x1x2
1671904,28312x28319x28408
52693,18445x18445
1842530,29207x29207
2015105,25413x27693
1002744,28319
1016659,8x15x18x432x18x252x18x432x18x20x18x226x18x182x18x254x18
1942329,73x12
1012549,28319
1010650,29207
15015,29207x28331x28319
50060,29207
27343,29207x28319
55177,29207
2023812,25484
57429,20544
1790621,28450
1021230,20544x20780x20544x20671x26932x20776x20549x8x15x6x166x139x7x18x160x18x37x114
1017943,8x12x8650x65x25169x28197x25169x27717x25169x8x65x15x18x252x18x432x6x139x7x18x160x166
1021057,6x8x25x28846x28648
1022211,27768
50676,1
16110,29404
52927,25x28846x28649
1713997,8x132x1068x132x15x6x897
24727,25169x15
26398,6x7x37x160x18x432x18x20x18x226x18x520x18x182x18x254x18x521x18x519x18x65
38380,28319
2111426,25x121x28802x28258x28257x28802x28258x28802x28258
1012799,1x2
2118671,27172x819x27085x20675
14600,8x15x18x15x1x2
8382,26986x25271
52139,1x2
21406,1x2
48873,8x116x166x7
1018405,25460
55404,28319x28329x28319
14987,28319
13884,1x2
45084,27172
1010223,28450x28325x28369x28412
717,27693x25784x116x123x20443
1006542,8x2364x2030
6581,29207
1025704,28450
1424271,27
48694,20544x20780
20657,1x2
52159,10839
1021702,28319
1671965,25x635x121x27816x27809x3942x121x10844x121x27816
18755,20777
45953,29205x20671x26932x20620
20528,25460
41352,25413x25929
1136624,28257x8x28257x28258x28257
1014231,27693x27693x27693x25784x25784x25319x25299x25287
1005599,29207x28319x29207
1013318,19936x121x194x121x28802x121x27816x121x28802x8x8x25x25x65x121x113x113x113x272x25057x27341x27340x1441x27341x1441x27341x27340x27341x272x113x113x121x121x194x121x27816
1980398,13639
1021856,1
40002,6
1965195,8x8x8x8x25169x8x8x121x8x8x8x32x32
16570,8x1x2
17738,25460x1402x15609x15x18x182x18x252x18x432x18x20x18x226x18x521x1402x881
1847952,24943
1009980,8x6x6x18x160x166x164x172x54
1013024,28496x28325x28690x28326
1002405,25460
1671932,25460
1018643,8x8x8x8x8
27919,8x25x116x65x682x682x25169
1703020,35x14616x11658
43061,1452x17309
1023232,20777x27172x27085x20778x20778x25125x27172x25125x27172x27085x20675x20677x20678x20677x20675x20621x20675x20677x20678x20677x20675x20680x20681
28860,1x2
1978935,27x488x29x1235x1236x1656x1487x1237x25x1235x1235x488x5915x1402x5915x5915x5913x471x27x29x27x29x27x29x23930x523x29x488x29x27x29x25169x24576x24576x1402x123x8x2427
922,1x2
1003088,1x8x15x6x160
1019436,29207x28312x28408
18778,1x2
1006881,28319
2099212,8x25x3942x25x121x28802x28258
1026429,28319
18117,10844x11470
1827416,43x11470x11470
58101,25460
1009140,27768x27693
1007582,28802
1019758,28257x28258x28802x28258x28257x8x25x121x28802x28258
1015959,1x2
1016664,8x8x15x166x8x25x28846x121x121x28802x28258x28802x26986
1021139,28319
1671629,26986x25339x25294x27768x28167x28859x28192x28183x28183x28187x28183x28197x28183x28194x25367x25363x25881x26385x25265x25413x25265x25257x25265x25527x25265x25524x25265x25261x25265x25351x8x15x18x252x6x139
1006931,12x1474x614x19500x19500x653
1924745,8
39037,29207x25x123x6x20544x20777
1018328,8x25x8x8x25x121x8x25x121x28802x28258x28802x28802x8x29x8x25x121x28802x28258
1672763,29207x28319
1010238,25339x26986
1940679,25329x25353x26055x25353
34537,28450
